,Z,X,Y
339,1,1,3.083206331120646
340,1,0,0.4569047999756756
341,1,1,5.9746412153309665
342,0,1,3.402760731987387
343,0,1,1.6045096650894999
344,0,0,-2.841794365790295
345,0,0,2.251140959103658
346,1,0,-0.1527272367315473
347,0,0,-2.3078854648507936
348,1,1,-2.051836734617692
349,1,1,-0.870087017519092
350,1,0,1.3340757089263935
351,1,1,0.2601918166109858
352,0,1,2.4088982316755074
353,1,0,4.747592605507871
354,1,1,1.6069891531916731
355,1,1,-0.5963721357242394
356,0,1,-5.764051046721738
357,0,0,2.9209018800809963
358,0,1,2.8319588500158472
359,0,0,2.199379079785362
360,0,1,1.741710395708431
361,1,1,2.07770864327286
362,0,0,1.8329612178986663
363,0,0,1.487805223964313
364,1,1,3.765114403636106
365,1,1,1.241103705572982
366,0,0,0.04832545113175446
367,1,1,-2.5026033871112
368,1,1,1.0039577041066208
369,0,1,0.02357310591037487
370,1,1,0.2161762386395747
371,1,0,-1.3441194803703753
372,1,0,0.23215194897506103
373,0,0,1.6949521092193636
374,1,0,3.459114537765357
375,0,1,4.14343646033263
376,0,0,0.9081497235777234
377,1,1,1.3806390804376896
378,0,1,2.230917855779271
379,1,1,0.04296076794853032
380,1,0,3.904278458529142
381,1,1,1.8910490403318634
382,0,0,4.4986779270536825
383,0,0,1.3860680782050752
384,1,1,-1.3902619484324392
385,1,0,3.431259424536353
386,0,0,-2.016877396384789
387,1,1,4.30258689650315
388,0,1,4.1938667138861065
389,1,1,-0.010012833208531358
390,0,1,4.0700844965359675
391,1,1,4.4925311243072965
392,1,1,-1.3266745893834293
393,1,1,0.053043018961938415
394,0,1,1.52407147695813
395,0,0,-2.0119932201250776
396,0,1,-5.366452179540435
397,1,1,1.2868668753618517
398,0,1,0.8191743167044812
399,0,1,1.2426508278694055
400,0,1,5.745144127029427
401,0,0,-0.10766359388523661
402,1,1,2.459206137888607
403,0,1,3.3502813668454015
404,1,0,4.174669907429018
405,1,1,-0.18064510843570097
406,1,0,-4.102056003029828
407,1,1,5.268055459071896
408,0,0,1.0068721703938996
409,1,1,3.9448814262125262
410,0,1,-0.17711224281160254
411,0,1,-1.4016318173369173
412,0,1,0.30029634595796406
413,1,1,3.9391029936540107
414,0,1,0.4906671147690136
415,1,0,0.9558424808647514
416,1,1,2.9386188269423776
417,0,0,-0.21300122613378572
418,1,1,2.11028922072879
419,0,1,-0.810814641178153
420,1,1,-6.257065987262777
421,0,1,0.33102756802678884
422,0,0,2.328830419610841
423,1,0,0.3056736117103542
424,1,1,3.9619671132632384
425,1,1,-1.1152910591492504
426,0,0,-0.018549797927293554
427,0,1,1.221132110329911
428,1,1,0.526648511258186
429,0,0,5.5592148658113665
430,0,1,-1.8430059259587213
431,0,0,5.621201921091577
432,1,1,2.4752428856943065
433,1,1,1.3576066388720163
434,1,1,-1.8338217303166444
435,1,1,7.875160559886035
436,1,0,0.4737099646418541
437,1,0,-0.26913852148415734
438,1,1,0.37371295731769794
439,1,0,-7.310042410752537
440,0,1,5.475765953319261
441,1,1,1.6796311826927501
442,0,1,2.302530928553638
443,1,1,2.333068962933266
444,1,1,0.7218556760595333
445,0,1,-1.1803848833952821
446,0,1,3.31355516023847
447,0,1,3.653182612417958
448,0,0,0.4040914877296411
449,0,0,-0.36548527090900185
450,1,1,2.2756975258093717
451,1,0,2.962722881264006
452,0,0,2.2973624406429307
453,1,1,0.8170560373747504
454,1,1,3.1114172619512885
455,1,1,1.5005872783270608
456,1,1,-3.157323579907856
457,0,0,-2.5806764536052738
458,0,0,-0.4414332395559354
459,0,1,-5.027520802223124
460,0,0,0.5761251318279866
461,0,1,-1.4467121561642662
462,0,0,2.134171669646881
463,1,1,-1.9646587244394467
464,1,1,-1.0493139333742227
465,0,1,1.5587130669181732
466,0,0,1.1645993152873775
467,1,1,2.350141473451341
468,1,1,-0.8700621790302419
469,1,1,1.8292309355912928
470,1,1,2.7545980664268757
471,1,1,1.513166266865038
472,0,1,2.6229079464597183
473,1,0,-0.7974112767713083
474,1,1,0.1720883768127363
475,0,0,1.0599099967031103
476,1,0,0.9225036047621844
477,1,1,2.527088659729576
478,0,1,3.5962168770493523
479,1,1,1.7634695647552643
480,1,1,0.09862871603766532
481,1,1,1.5415789926490815
482,0,1,-0.6595796329838406
483,1,1,0.6278975344723862
484,0,0,-3.4952338112251153
485,0,1,2.0303160845112105
486,1,0,2.417878179431603
487,0,0,-1.6271800325318349
488,0,1,0.09895332428443981
489,0,0,1.6280093754514533
490,1,0,3.7865178933917982
491,1,1,1.5155234337737211
492,1,0,1.6751526217189743
493,0,0,1.7228965811710566
494,1,0,-2.6393885633670653
495,0,0,-0.011248901100904513
496,0,1,1.9907162474220697
497,0,1,-4.717705217682122
498,1,1,-0.47309400813894054
499,0,1,-2.2646380361471268
500,0,0,-2.9731438042122726
501,0,0,-5.168060212802164
502,0,1,-1.1550423542127493
503,0,0,2.765737646411151
504,0,0,-0.8360878380165808
505,1,1,1.0285373256081338
506,1,0,4.9842505248858355
507,1,1,-0.9170770885240509
508,0,0,1.2839495356028352
509,1,1,1.6005201438005252
510,1,1,0.23620072007314447
511,0,1,1.6253510224803298
512,0,0,1.538895291502642
513,1,0,1.3509668969704134
514,1,1,0.4102670374705282
515,1,1,-1.5943431873906189
516,0,0,-1.2437242197647538
517,0,1,3.1580766063219614
518,1,0,2.553801089536259
519,1,1,-1.7507413428262977
520,1,1,1.1710081433593056
521,1,0,0.5701423564036896
522,1,1,1.6466223810797849
523,0,1,0.11608696050507611
524,1,0,3.1839592300242194
525,0,1,2.7886881341655956
526,1,1,0.3535380460026918
527,1,1,-1.100576763736731
528,0,0,-0.5577458969788425
529,1,0,3.4740122950717973
530,0,0,-2.6865614399868014
531,1,1,0.09076137194393374
532,0,0,0.26238206715090884
533,0,1,3.538511960151892
534,1,1,0.21554144546942688
535,1,1,1.8890588276803042
536,1,1,4.208898722785511
537,0,0,-2.1827650092055615
538,1,1,-2.546394815394386
539,1,0,-1.356655304201255
540,0,1,0.13339002836732328
541,0,0,0.2956902525258306
542,0,0,-0.7587369511788195
543,1,1,0.558821608085033
544,1,1,-0.8907756630861383
545,0,1,2.5855458138329412
546,0,0,-3.589724535455903
547,0,1,0.762129460409975
548,1,1,-0.6163244299399961
549,0,1,2.1241615829898857
550,1,1,1.3555473052661893
551,0,1,4.420732876863102
552,1,0,-0.7152895030387293
553,1,1,-2.787979135857144
554,0,0,3.3688377781715317
555,0,0,0.708656001853708
556,1,0,2.3673519728834433
557,1,1,4.609318857343768
558,1,0,-2.9883024283628163
559,1,1,-5.359162528457027
560,1,1,2.901689363311025
561,0,1,1.3517400801764787
562,1,1,-3.4213988452207778
563,0,1,-3.3470369546382335
564,0,0,1.3626233277152089
565,0,1,-4.826126738117456
566,0,0,-0.33971519988705745
567,1,0,4.1471755719122685
568,1,1,-0.357800088513224
569,0,1,-0.04990965539558889
570,1,1,2.5179957609803942
571,1,1,0.8432648912284233
572,0,1,-1.866774113294472
573,0,0,-3.0618611018385056
574,0,1,-0.2203515066043742
575,1,1,0.7068154146589809
576,1,1,-0.03293968756525145
577,0,0,1.345203389363276
578,1,0,1.4543947728741575
579,0,0,-3.373582949969303
580,1,1,-0.8468917738483366
581,0,0,-2.2047735800934927
582,1,0,1.8972390086835618
583,0,1,-0.41733454816367477
584,0,0,-1.0008766987315743
585,1,1,-0.17860266288168022
586,1,1,3.9771254577937563
587,1,1,-2.1323216408638324
588,1,1,1.1166982417278906
589,0,1,3.4188291678135903
590,1,0,-0.971204315371577
591,1,1,0.5237324208808684
592,0,1,-0.20552211489443617
593,1,0,-2.0700494211451375
594,1,1,1.3796771183395877
595,0,0,2.4297492487922434
596,1,1,0.34804406433747065
597,0,0,2.576931968964378
598,1,1,0.4771632994694247
599,1,1,0.6974476777178897
600,0,0,-2.602576335253065
601,0,1,1.3734425638708028
602,1,0,-3.297569585329082
603,1,1,3.6408063646761346
604,0,1,3.98944144990797
605,1,1,2.8535568062486285
606,1,0,-1.4676477294064576
607,0,0,0.2159617831411722
608,1,1,-1.1372677442331742
609,0,1,-0.07053680824017272
610,1,0,2.276802149623414
611,0,0,1.7818721446095376
612,1,1,-1.589108399828607
613,1,1,0.7036540780353581
614,1,1,-0.002632626212791811
615,1,0,1.507760983867406
616,1,1,-0.5868304398658066
617,1,1,-0.9134502289963133
618,0,0,3.5760448783915644
619,0,1,3.8360684425432856
620,1,1,2.152803767285462
621,1,1,-2.425480337293428
622,0,1,3.199984966105684
623,0,1,0.25975590787668656
624,1,0,0.7172482897200172
625,1,1,1.566269899840798
626,1,1,-2.9062624722084935
627,1,1,-0.09706629562244318
628,0,0,0.3000226130472083
629,0,0,1.9629689236852046
630,0,0,0.9487138133476314
631,0,1,0.8035747978356541
632,1,1,0.8216939880346318
633,0,1,-0.9575604956904729
634,1,0,0.5062134449348452
635,0,0,0.5305049816239984
636,0,0,4.129125387879566
637,1,1,0.025773180840923948
638,1,1,2.8047331119611174
639,0,1,-0.45530125746621875
640,0,0,-2.331219896403263
641,1,0,0.8293358618751319
642,1,0,-0.8134667630009927
643,0,1,-1.4699554244156148
644,1,1,5.2322002680428685
645,1,1,-0.3855057180061119
646,0,1,3.935372477005
647,1,1,0.668141348373475
648,0,0,3.4179958002390882
649,1,1,-0.9331009834947284
650,0,0,-1.8022070345661407
651,1,1,3.434279079648844
652,0,1,-0.7179093166056167
653,1,1,0.5763630889288199
654,0,0,0.8122990389590627
655,0,1,5.67856315828099
656,0,0,0.21534431221832362
657,1,1,-1.999165682290538
658,0,1,1.0150375475423812
659,1,1,0.44927787891065507
660,0,0,-1.2256924635021471
661,1,0,-1.3475222807710776
662,1,0,5.556171804782146
663,1,1,-1.8976591670151612
664,0,1,1.8765852673884873
665,1,0,1.9628877290787141
666,0,1,1.8503783087470023
667,0,0,2.566546644096027
668,0,0,0.6564415518301973
669,0,0,2.8316312411496534
670,1,1,3.837488305484208
671,1,1,1.8095788535756523
672,1,1,-0.12107743405953064
673,0,0,1.4398844601907221
674,1,1,1.0248767669388732
675,1,0,1.1262624214742265
676,0,1,4.291998046720441
677,1,0,5.55659281297912
678,1,1,4.977339582895104
679,1,1,3.6764222910903763
680,0,0,0.8121533306601436
681,1,0,0.34224705561403856
682,0,1,-0.6418815492335886
683,1,1,2.2620087794891535
684,0,1,2.602310148524617
685,1,1,4.46042918189945
686,1,1,-2.8003415737705053
687,1,1,-1.7198313898858983
688,1,0,3.552082815075179
689,1,1,2.4542803488850913
690,0,1,1.188343208213809
691,1,1,0.6432345913187452
692,1,1,0.16999789041778068
693,1,1,1.2980942358573786
694,1,1,1.925593701960876
695,0,0,4.63689285991104
696,0,1,0.7565334176113382
697,1,1,0.8037630572799053
698,0,0,4.626838346968969
699,0,1,-0.08593211192638622
700,0,0,-0.09995839504778559
701,0,1,2.2553908775525153
702,1,1,1.3035810775232861
703,1,1,-1.0119931284635837
704,0,1,-1.7628753627199605
705,0,1,1.0706608277339857
706,1,1,-2.1210794522081726
707,1,1,4.115981527983722
708,0,0,0.24055375879635899
709,1,1,3.9423059420025366
710,1,1,1.4893590135980261
711,1,1,-1.7044442727008144
712,0,1,1.9866114145412876
713,1,0,1.5137102863877654
714,0,0,2.4568790256963444
715,0,0,-1.1187743322457417
716,1,0,3.1577732856599865
717,0,1,-3.108202730703816
718,1,1,-1.494356597140709
719,1,1,-3.3012868893367697
720,0,1,0.11036465446832044
721,0,0,-0.937157455049083
722,0,1,1.1324778520279841
723,0,0,-0.18610933653063477
724,1,1,2.2097681975789105
725,1,1,0.3767231014615616
726,0,1,0.3857590436602336
727,0,1,-0.06390999006797649
728,0,0,-0.559366769018719
729,0,0,-0.18085367274043618
730,1,1,1.610874156190793
731,1,0,1.0238672761806136
732,0,1,0.6787400290142219
733,1,1,2.281862279579412
734,1,0,5.795068055847784
735,1,1,0.2871830755633269
736,0,1,-0.08319362160419347
737,0,0,-6.068829088344419
738,1,1,3.7753540137927946
739,0,1,4.606766437012474
740,1,1,-1.679419338389379
741,0,1,0.4593568492239479
742,0,1,1.885323314910161
743,0,1,3.5688962563592894
744,1,1,-0.8552646009164283
745,0,1,2.1029634722607504
746,1,1,2.3219304557732943
747,0,1,-0.055470852610536414
748,1,1,4.325589792343745
749,0,1,1.0936219209214226
750,0,0,1.0913203339892608
751,0,0,-2.4645430095162393
752,0,0,2.695195111136413
753,0,1,3.2863521544207304
754,1,0,-0.3396016930336179
755,0,0,2.0245482892320994
756,1,1,-2.1684181221288803
757,0,0,3.2261429433217277
758,1,1,-0.4847460226170158
759,0,0,3.8107930667866388
760,1,0,-4.272924430101477
761,1,1,4.542573948768204
762,0,0,-1.5243172810578542
763,1,1,0.3292881699208136
764,0,0,-2.1054299890387003
765,0,0,1.7973324018422643
766,1,0,4.285137114860652
767,0,0,1.4943380401394222
768,1,1,-0.5693203933928492
769,0,1,3.2793082976591617
770,1,0,-0.6933267022125341
771,1,0,2.869823737677458
772,1,0,2.6346326409267626
773,0,1,0.1452513656851968
774,0,1,-1.3448727130417515
775,1,0,0.25208764253669586
776,0,1,-2.594936860462181
777,0,1,-1.8025749281236023
778,0,1,-1.8903251386513136
779,1,0,-0.8041873358282745
780,0,1,0.892063556461699
781,1,0,0.8535535253246774
782,0,1,-1.2823425948833445
783,1,1,0.1321533294972611
784,1,0,5.590057335337456
785,0,0,-0.14988229618159343
786,1,1,0.8204469661473868
787,0,1,0.4319193078424153
788,1,0,-0.8762659378631101
789,1,1,-0.318921772704634
790,0,0,-1.0326231103518766
791,0,0,-0.8015319092835909
792,0,1,-0.9667498624302182
793,0,0,-4.211862860351699
794,0,1,4.9730142221229245
795,0,0,-1.4901720622692411
796,1,1,1.8960053152371146
797,1,1,-2.9075623212808663
798,1,0,-5.588961791321656
799,1,1,1.9462658484086297
800,0,0,1.614348399755118
801,1,1,-2.7254444582564736
802,0,1,-1.465283264792686
803,1,0,-4.424887848735189
804,0,1,-2.1137058910379003
805,1,1,0.9268781370878946
806,1,1,1.378823784307117
807,0,0,0.3971885326874801
808,1,0,0.5300181319091658
809,0,0,2.944876559827266
810,1,1,3.0217864323038595
811,0,1,1.843953976805045
812,0,0,2.07878859840854
813,0,1,-5.662389466198092
814,0,1,0.6719636112301874
815,0,0,-0.2661330156181951
816,1,1,-1.0401480098700377
817,1,1,0.40610556931102726
818,0,0,-4.002504425882167
819,1,0,3.6356302419129087
820,1,1,2.5069434227439262
821,0,0,-0.8562568555081731
822,1,1,-2.1849224655843713
823,1,1,3.957038153625248
824,0,0,0.5299488982972724
825,0,1,1.441980368005085
826,0,0,-0.2556828622048213
827,1,1,-2.1549569002952023
828,0,1,-0.9256375606249632
829,1,0,-0.4404102978099518
830,0,0,4.148100280394795
831,0,1,-0.8814112231215225
832,1,1,2.1101930506207323
833,0,0,3.409563578960979
834,1,1,-0.2899540642519922
835,1,1,-1.8151450795744173
836,0,0,5.200269855726052
837,1,1,-1.9154807459155927
838,0,1,-0.4585259967459927
839,1,1,3.125257482424313
840,0,0,-2.5503114515357748
841,1,1,1.3211558109704353
842,1,0,0.47791560437605696
843,1,0,3.089929202992088
844,1,1,-0.04258064494211
845,1,0,-0.23328046061938734
846,1,0,-0.012152304466408026
847,1,1,3.614258431340303
848,1,1,2.7121456161667665
849,1,1,-0.029909699536512457
850,1,1,1.9121376807874482
851,0,0,0.8054622283201781
852,1,1,-1.87164377027868
853,1,1,0.7336085983915669
854,1,1,0.8959758991791054
855,0,1,-0.9981559490630776
856,0,1,0.5124355051356748
857,0,0,4.479877337501301
858,0,1,2.2500767854928214
859,1,0,-2.500904544305949
860,1,1,4.049964221021557
861,1,1,-0.016427992713363038
862,1,1,-0.08621939031751102
863,1,1,4.596013441293159
864,0,1,0.6481280429233347
865,1,1,3.095679340737188
866,1,1,-0.04819436816843495
867,1,1,0.20639128637773618
868,1,1,3.137569628263535
869,1,1,1.2662826497104362
870,0,0,3.3942690584792223
871,0,1,-0.6231907728919901
872,0,0,-4.515667466692353
873,1,1,4.9022151070899875
874,1,1,-2.0744498285153354
875,1,1,2.976260368695164
876,1,0,-0.24465586517849988
877,0,1,2.485944456890942
878,1,1,-1.8256057816079496
879,0,0,-0.3507187470699258
880,0,1,5.41613611734737
881,1,1,-3.0047648113936916
882,0,0,-1.815136127271269
883,0,0,2.0326973595379614
884,1,1,2.9935258698301612
885,0,0,2.182042808865476
886,1,0,-0.619841924598491
887,0,0,1.3520557785747014
888,1,1,0.3953211058950348
889,0,0,3.4020186098032275
890,1,1,-1.263351534145405
891,0,1,2.7591809852605005
892,0,0,3.360947441553127
893,1,1,1.607607679110468
894,0,1,-1.1103053237261635
895,0,0,2.089559156086865
896,0,1,-2.4614831562151713
897,0,1,-1.6965976227525612
898,1,1,-2.4100509710676237
899,1,0,0.3724194088489825
900,0,1,-1.0244099038734396
901,1,1,0.6672870702873028
902,1,1,-0.6863050004054814
903,1,1,-1.1999985725554252
904,0,1,-0.25756716035744665
905,1,0,1.713412322928401
906,0,0,3.109139074271673
907,1,1,-0.5570385546925426
908,0,0,3.675081998170601
909,1,0,-0.055362393600815296
910,1,1,0.34958839268172925
911,1,0,-0.13378453778993493
912,1,1,-0.8111179791683637
913,1,0,3.82806683935154
914,0,1,2.833854845435215
915,1,1,2.6179628438177316
916,1,1,4.755223030095813
917,1,0,2.204502742317495
918,1,0,-1.1296875021720219
919,1,1,2.186126800147382
920,0,0,3.9525985125417353
921,0,0,-1.837332558873959
922,1,1,-2.7638740388570104
923,1,1,1.0309194575232294
924,1,0,1.613445572252221
925,0,1,5.2455316681204645
926,1,0,0.7878286959354904
927,0,0,2.7301588372733314
